Ano de referência;Unidade da Federação;Número de controle;Número de série;Tipo de entrevista;Total de moradores;Total de moradores de 10 anos ou mais;Tipo do domicílio;Número de cômodos do domicílio;Número de cômodos servindo de dormitório;Condição de ocupação do domicílio;Aluguel mensal pago no mês de referência;Prestação mensal paga no mês de referência;Tem acesso à Internet no próprio domicilio;Tem carro ou motocicleta de uso pessoal;Rendimento mensal domiciliar;Número de componentes do domícilio;Rendimento mensal domiciliar per capita
2015;Minas Gerais;31007287;006;Realizada;1;1;Apartamento;11;1;Próprio – já pago;0;0;2;2;3288;1;3288
2015;Minas Gerais;31007325;013;Realizada;3;2;Casa;10;2;Próprio – já pago;0;0;4;6;2300;3;766
2015;Minas Gerais;31007341;003;Realizada;5;5;Casa;7;4;Próprio – já pago;0;0;2;2;4180;5;836
2015;Minas Gerais;31007422;019;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Minas Gerais;31007465;003;Realizada;6;5;Casa;2;1;Próprio – já pago;0;0;2;8;788;6;131
2015;Minas Gerais;31007490;003;Realizada;6;6;Casa;8;3;Próprio – já pago;0;0;2;8;2080;6;346
2015;Minas Gerais;31007520;011;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;8;2514;2;1257
2015;Minas Gerais;31007554;010;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;2;8;2428;2;1214
2015;Minas Gerais;31007589;003;Realizada;3;3;Casa;8;3;Próprio – já pago;0;0;2;2;7600;3;2533
2015;Minas Gerais;31007694;010;Realizada;1;1;Apartamento;5;1;Alugado;700;0;4;8;1988;1;1988
2015;Minas Gerais;31007724;009;Realizada;3;3;Casa;5;2;Alugado;750;0;4;2;1988;3;662
2015;Minas Gerais;31007724;010;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Minas Gerais;31007775;005;Realizada;4;4;Casa;5;3;Próprio – ainda pagando;0;620;2;2;8000;4;2000
2015;Minas Gerais;31007783;012;Realizada;3;2;Casa;5;2;Alugado;700;0;2;2;1320;3;440
2015;Minas Gerais;31007805;017;Realizada;3;2;Casa;5;3;Próprio – já pago;0;0;2;2;7000;3;2333
2015;Minas Gerais;31007830;006;Realizada;3;3;Casa;6;3;Próprio – já pago;0;0;2;2;6500;3;2166
2015;Minas Gerais;31007953;005;Realizada;1;1;Casa;7;1;Cedido de outra forma;0;0;4;8;788;1;788
2015;Minas Gerais;31007953;011;Realizada;5;5;Casa;7;3;Cedido de outra forma;0;0;2;8;200;5;40
2015;Minas Gerais;31007996;024;Realizada;4;3;Apartamento;5;2;Próprio – ainda pagando;0;59;4;8;988;4;247
2015;Minas Gerais;31008003;013;Realizada;1;1;Apartamento;3;1;Alugado;300;0;2;8;788;1;788
2015;Minas Gerais;31008038;007;Realizada;2;2;Casa;8;1;Próprio – já pago;0;0;4;2;2400;2;1200
2015;Minas Gerais;31008038;010;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;4;8;130;1;130
2015;Minas Gerais;31008089;014;Realizada;5;4;Casa;9;3;Próprio – já pago;0;0;2;6;3100;5;620
2015;Espírito Santo;32000057;014;Realizada;3;2;Casa;5;1;Cedido por empregador;0;0;2;4;912;3;304
2015;Espírito Santo;32000170;012;Realizada;6;4;Casa;5;2;Alugado;500;0;4;4;2732;6;455
2015;Espírito Santo;32000286;010;Realizada;6;4;Casa;5;2;Próprio – já pago;0;0;2;4;2245;6;374
2015;Espírito Santo;32000294;011;Realizada;3;3;Casa;5;3;Próprio – já pago;0;0;4;2;1050;3;350
2015;Espírito Santo;32000367;004;Realizada;3;3;N/A;0;0;NA;0;0; ; ;2376;3;792
2015;Espírito Santo;32000499;009;Realizada;1;1;Casa;5;1;Alugado;400;0;2;2;600;1;600
2015;Espírito Santo;32000634;004;Realizada;2;2;Casa;3;1;Alugado;350;0;2;6;1760;2;880
2015;Espírito Santo;32001045;004;Realizada;4;3;Casa;6;3;Próprio – já pago;0;0;4;2;10;4;10
2015;Espírito Santo;32001142;005;Realizada;3;1;Casa;5;2;Próprio – já pago;0;0;2;8;1200;3;400
2015;Espírito Santo;32001150;014;Realizada;6;6;Casa;10;3;Próprio – já pago;0;0;2;6;10788;6;1798
2015;Espírito Santo;32001231;009;Realizada;3;2;Casa;8;2;Próprio – já pago;0;0;2;2;3000;3;1000
2015;Espírito Santo;32001339;011;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;2;2;3100;2;1550
2015;Espírito Santo;32001444;006;Realizada;4;2;Casa;6;1;Alugado;250;0;2;8;1800;4;450
2015;Espírito Santo;32001630;014;Realizada;2;2;Casa;5;2;Cedido de outra forma;0;0;4;8;70;2;35
2015;Espírito Santo;32001711;007;Realizada;6;6;Apartamento;8;3;Alugado;560;0;2;2;4591;6;765
2015;Espírito Santo;32001754;010;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;2;8;2000;1;2000
2015;Espírito Santo;32001754;017;Realizada;5;5;Casa;7;3;Próprio – já pago;0;0;2;2;6588;5;1317
2015;Espírito Santo;32001835;003;Realizada;1;1;Apartamento;6;1;Próprio – já pago;0;0;2;2;10;1;10
2015;Espírito Santo;32001843;023;Realizada;2;2;Apartamento;8;2;Cedido de outra forma;0;0;2;2;10;2;10
2015;Espírito Santo;32001878;008;Realizada;1;1;Apartamento;7;1;Próprio – já pago;0;0;2;2;13000;1;13000
2015;Rio de Janeiro;33000085;016;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;2;8;1200;1;1200
2015;Rio de Janeiro;33000182;023;Realizada;7;7;Casa;7;3;Próprio – já pago;0;0;2;2;2068;7;295
2015;Rio de Janeiro;33000239;005;Realizada;3;3;Casa;6;3;Próprio – já pago;0;0;2;8;788;3;262
2015;Rio de Janeiro;33000310;009;Realizada;6;4;Casa;8;4;Próprio – já pago;0;0;2;2;2364;6;394
2015;Rio de Janeiro;33000328;006;Realizada;5;2;Casa;5;2;Cedido por empregador;0;0;4;2;2215;5;443
2015;Rio de Janeiro;33000352;011;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Rio de Janeiro;33000409;002;Realizada;3;3;Casa;4;1;Próprio – já pago;0;0;2;6;1988;3;662
2015;Rio de Janeiro;33000417;007;Realizada;5;3;Casa;4;2;Próprio – já pago;0;0;4;8;2231;5;446
2015;Rio de Janeiro;33000565;017;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;2;8;2500;1;2500
2015;Rio de Janeiro;33000719;009;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;2;2;3700;1;3700
2015;Rio de Janeiro;33000760;010;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Rio de Janeiro;33000905;001;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;2;2;900;4;225
2015;Rio de Janeiro;33000948;014;Realizada;3;2;Casa;7;2;Alugado;350;0;2;6;2700;3;900
2015;Rio de Janeiro;33000972;011;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;4;8;788;2;394
2015;Rio de Janeiro;33001200;008;Realizada;5;5;Casa;4;2;Próprio – já pago;0;0;4;8;1576;5;315
2015;Rio de Janeiro;33001324;013;Realizada;1;1;Casa;4;1;Alugado;450;0;2;4;1900;1;1900
2015;Rio de Janeiro;33001340;014;Realizada;3;3;Casa;3;1;Alugado;700;0;4;8;2288;3;762
2015;Rio de Janeiro;33001359;004;Realizada;4;4;Casa;5;3;Próprio – já pago;0;0;2;2;2000;4;500
2015;Rio de Janeiro;33001600;010;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;8;2800;2;1400
2015;Rio de Janeiro;33001634;007;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;2;2;1000;3;333
2015;Rio de Janeiro;33001839;001;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;2;2;12788;2;6394
2015;Rio de Janeiro;33001928;014;Realizada;2;2;Casa;6;1;Cedido de outra forma;0;0;2;4;3000;2;1500
2015;Rio de Janeiro;33001979;002;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;8;788;2;394
2015;Rio de Janeiro;33002070;014;Realizada;2;2;Casa;7;2;Próprio – já pago;0;0;4;8;788;2;394
2015;Rio de Janeiro;33002096;009;Realizada;2;2;Apartamento;8;2;Alugado;2000;0;2;2;8500;2;4250
2015;Rio de Janeiro;33002126;002;Realizada;3;3;Apartamento;7;3;Próprio – já pago;0;0;2;6;14340;3;4780
2015;Rio de Janeiro;33002282;008;Realizada;5;5;Casa;7;4;Próprio – já pago;0;0;2;2;2900;5;580
2015;Rio de Janeiro;33002550;018;Realizada;4;2;Casa;3;2;Próprio – já pago;0;0;2;8;1647;4;411
2015;Rio de Janeiro;33002576;004;Realizada;4;4;Casa;5;2;Próprio – já pago;0;0;2;2;1900;4;475
2015;Rio de Janeiro;33002584;007;Realizada;6;6;Casa;5;3;Próprio – já pago;0;0;2;8;789;6;131
2015;Rio de Janeiro;33002681;014;Realizada;2;2;Apartamento;6;1;Alugado;2900;0;2;8;4200;2;2100
2015;Rio de Janeiro;33002690;002;Realizada;2;2;Apartamento;6;1;Próprio – já pago;0;0;4;8;2960;2;1480
2015;Rio de Janeiro;33002843;001;Realizada;6;4;Casa;6;4;Próprio – já pago;0;0;2;2;1750;6;291
2015;Rio de Janeiro;33002959;006;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;2;2;2700;3;900
2015;Rio de Janeiro;33002959;016;Realizada;3;2;Casa;5;2;Próprio – ainda pagando;0;400;2;8;2100;3;700
2015;Rio de Janeiro;33003114;001;Realizada;2;2;Casa;4;1;Alugado;750;0;2;2;2200;2;1100
2015;Rio de Janeiro;33003114;009;Realizada;4;3;Apartamento;5;2;Alugado;700;0;2;2;2800;4;700
2015;Rio de Janeiro;33003432;009;Realizada;2;2;Apartamento;6;1;Alugado;3000;0;2;8;11000;2;5500
2015;Rio de Janeiro;33003459;017;Realizada;1;1;Apartamento;5;1;Próprio – já pago;0;0;2;2;7000;1;7000
2015;Rio de Janeiro;33003505;009;Realizada;3;3;Apartamento;12;3;Próprio – já pago;0;0;2;2;10;3;10
2015;Rio de Janeiro;33003513;007;Realizada;3;2;Apartamento;9;2;Alugado;4500;0;2;2;15800;3;5266
2015;Rio de Janeiro;33003556;008;Realizada;2;2;Apartamento;6;1;Próprio – já pago;0;0;2;8;2000;2;1000
2015;Rio de Janeiro;33003610;016;Realizada;2;2;Apartamento;7;1;Alugado;2000;0;2;2;8000;2;4000
2015;Rio de Janeiro;33003661;013;Realizada;1;1;Casa;3;1;Alugado;450;0;2;8;1200;1;1200
2015;Rio de Janeiro;33003718;010;Realizada;2;2;Apartamento;8;2;Próprio – já pago;0;0;2;2;9000;2;4500
2015;Rio de Janeiro;33003742;002;Realizada;2;2;Apartamento;6;1;Próprio – já pago;0;0;2;8;16068;2;8034
2015;Rio de Janeiro;33003777;015;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;2;2100;3;700
2015;Rio de Janeiro;33003882;005;Realizada;2;2;Apartamento;5;2;Próprio – já pago;0;0;2;2;2000;2;1000
2015;Rio de Janeiro;33003947;007;Realizada;1;1;Apartamento;6;1;Próprio – já pago;0;0;2;2;5000;1;5000
2015;Rio de Janeiro;33003947;012;Realizada;3;3;Casa;8;3;Próprio – já pago;0;0;2;2;16548;3;5516
2015;Rio de Janeiro;33003971;002;Realizada;2;2;Casa;8;2;Próprio – já pago;0;0;2;6;4188;2;2094
2015;Rio de Janeiro;33004145;001;Realizada;2;2;Casa;5;2;Próprio – ainda pagando;0;600;2;8;1720;2;860
2015;Rio de Janeiro;33004170;002;Realizada;1;1;Casa;5;1;Alugado;700;0;4;8;1600;1;1600
2015;Rio de Janeiro;33004234;003;Realizada;3;3;Apartamento;4;1;Alugado;650;0;4;8;6788;3;2262
2015;Rio de Janeiro;33004374;013;Realizada;3;3;Casa;7;2;Próprio – já pago;0;0;2;2;10000;3;3333
2015;Rio de Janeiro;33004382;008;Realizada;4;4;Apartamento;8;3;Próprio – já pago;0;0;2;2;26000;4;6500
2015;Rio de Janeiro;33004382;013;Realizada;3;3;Casa;5;2;Alugado;400;0;2;8;3200;3;1066
2015;Rio de Janeiro;33004510;013;Realizada;2;2;Casa;8;2;Próprio – já pago;0;0;2;6;23000;2;11500
2015;Rio de Janeiro;33004625;004;Realizada;6;5;Casa;5;2;Alugado;600;0;2;8;2450;6;408
2015;Rio de Janeiro;33004625;007;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;2;8;1576;1;1576
2015;Rio de Janeiro;33004641;001;Realizada;2;2;Casa;3;1;Próprio – já pago;0;0;2;4;1100;2;550
2015;Rio de Janeiro;33004650;009;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;2;8;1100;1;1100
2015;Rio de Janeiro;33004692;006;Realizada;3;3;Casa;5;1;Próprio – já pago;0;0;2;4;2938;3;979
2015;Rio de Janeiro;33004692;012;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;2;2;7200;2;3600
2015;Rio de Janeiro;33004706;001;Realizada;3;3;Apartamento;6;2;Próprio – já pago;0;0;2;2;4300;3;1433
2015;Rio de Janeiro;33004714;010;Realizada;5;2;Casa;5;2;Próprio – já pago;0;0;2;8;1200;5;240
2015;Rio de Janeiro;33004730;011;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;4;2;1250;2;625
2015;Rio de Janeiro;33004811;008;Realizada;3;1;Casa;2;1;Alugado;280;0;2;8;950;3;316
2015;Rio de Janeiro;33004978;012;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;2;8;850;1;850
2015;Rio de Janeiro;33005052;014;Realizada;3;3;Apartamento;7;3;Próprio – já pago;0;0;2;2;7150;3;2383
2015;Rio de Janeiro;33005141;015;Realizada;3;2;Apartamento;7;2;Próprio – já pago;0;0;2;2;5000;3;1666
2015;Rio de Janeiro;33005230;011;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;2;8;1600;1;1600
2015;Rio de Janeiro;33005265;006;Realizada;1;1;Apartamento;4;1;Alugado;2300;0;2;4;3000;1;3000
2015;Rio de Janeiro;33005311;002;Realizada;3;2;Apartamento;4;2;Alugado;1100;0;2;8;2200;3;733
2015;Rio de Janeiro;33005354;005;Realizada;1;1;Apartamento;11;1;Próprio – já pago;0;0;2;8;150000;1;150000
2015;Rio de Janeiro;33005370;015;Realizada;3;2;Casa;2;1;Alugado;400;0;2;2;17100;3;5700
2015;Rio de Janeiro;33005443;002;Realizada;1;1;Apartamento;5;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Rio de Janeiro;33005478;010;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;4;8;908;3;302
2015;Rio de Janeiro;33005524;003;Realizada;1;1;Apartamento;6;1;Próprio – já pago;0;0;2;8;1800;1;1800
2015;Rio de Janeiro;33005532;014;Realizada;4;4;Casa;5;2;Alugado;500;0;2;2;2450;4;612
2015;Rio de Janeiro;33005575;003;Realizada;4;3;Casa;4;2;Alugado;450;0;4;8;1000;4;250
2015;Rio de Janeiro;33005591;014;Realizada;8;7;Casa;4;2;Alugado;400;0;2;8;1850;8;231
2015;Rio de Janeiro;33005621;015;Realizada;4;4;Casa;5;2;Próprio – já pago;0;0;2;8;2980;4;745
2015;Rio de Janeiro;33005630;003;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;8;2050;2;1025
2015;Rio de Janeiro;33005648;001;Realizada;5;5;Casa;6;2;Próprio – já pago;0;0;2;8;1855;5;371
2015;Rio de Janeiro;33005699;012;Realizada;3;2;Casa;5;1;Alugado;400;0;2;2;3500;3;1166
2015;Rio de Janeiro;33005729;013;Realizada;5;4;Casa;4;1;Próprio – já pago;0;0;2;8;2000;5;400
2015;Rio de Janeiro;33005745;008;Realizada;4;3;Apartamento;6;2;Próprio – já pago;0;0;2;2;11200;4;2800
2015;Rio de Janeiro;33005770;005;Realizada;7;5;Casa;7;3;Alugado;500;0;2;8;3900;7;557
2015;Rio de Janeiro;33005788;007;Realizada;3;3;Casa;4;1;Próprio – já pago;0;0;4;8;3726;3;1242
2015;Rio de Janeiro;33005796;004;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;2;8;2888;2;1444
2015;Rio de Janeiro;33005915;016;Realizada;1;1;Casa;10;1;Próprio – já pago;0;0;4;2;8000;1;8000
2015;Rio de Janeiro;33005958;015;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;900;1;900
2015;Rio de Janeiro;33006008;015;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;4;2;1200;3;400
2015;Rio de Janeiro;33006210;003;Realizada;3;3;Casa;8;3;Próprio – já pago;0;0;2;2;3730;3;1243
2015;Rio de Janeiro;33006229;001;Realizada;3;3;Apartamento;7;2;Próprio – já pago;0;0;2;2;7864;3;2621
2015;Rio de Janeiro;33006288;009;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;4;8;788;2;394
2015;Rio de Janeiro;33006598;017;Realizada;4;3;Casa;6;3;Próprio – já pago;0;0;2;2;720;4;180
2015;Rio de Janeiro;33006962;011;Realizada;5;5;Casa;6;3;Próprio – já pago;0;0;2;6;2558;5;511
2015;São Paulo;35000074;001;Realizada;3;3;Casa;7;2;Próprio – já pago;0;0;2;8;7300;3;2433
2015;São Paulo;35000260;008;Realizada;2;2;Casa;7;1;Próprio – já pago;0;0;2;8;4900;2;2450
2015;São Paulo;35000279;001;Realizada;3;3;Casa;7;2;Próprio – já pago;0;0;2;2;2650;3;883
2015;São Paulo;35000350;009;Realizada;2;2;Casa;5;1;Próprio – ainda pagando;0;1200;2;6;3300;2;1650
2015;São Paulo;35000368;006;Realizada;2;1;Casa;6;2;Cedido de outra forma;0;0;4;8;1200;2;600
2015;São Paulo;35000392;013;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;4;2;2200;3;733
2015;São Paulo;35000392;020;Realizada;2;2;Casa;7;1;Alugado;300;0;2;2;1500;2;750
2015;São Paulo;35000554;010;Realizada;3;2;Casa;7;2;Próprio – já pago;0;0;2;6;4800;3;1600
2015;São Paulo;35000678;006;Realizada;6;4;Casa;7;3;Próprio – já pago;0;0;2;6;2650;6;441
2015;São Paulo;35000805;013;Realizada;2;2;Casa;6;1;Alugado;650;0;2;2;1200;2;600
2015;São Paulo;35000848;022;Realizada;2;2;Casa;2;1;Próprio – já pago;0;0;2;8;788;2;394
2015;São Paulo;35000899;014;Realizada;4;2;Casa;8;2;Próprio – ainda pagando;0;1087;2;2;5000;4;1250
2015;São Paulo;35000902;016;Realizada;5;4;Casa;7;2;Alugado;350;0;2;6;2559;5;511
2015;São Paulo;35001020;003;Realizada;1;1;Casa;3;1;Alugado;300;0;4;8;1200;1;1200
2015;São Paulo;35001062;001;Realizada;2;2;Casa;5;1;Alugado;700;0;2;2;7000;2;3500
2015;São Paulo;35001062;014;Realizada;2;2;Casa;9;1;Próprio – ainda pagando;0;4000;4;2;13800;2;6900
2015;São Paulo;35001097;009;Realizada;3;3;Casa;5;2;Alugado;800;0;2;2;10;3;10
2015;São Paulo;35001275;011;Realizada;2;2;Apartamento;7;2;Próprio – já pago;0;0;2;4;6000;2;3000
2015;São Paulo;35001321;005;Realizada;2;2;Casa;8;1;Alugado;1300;0;2;2;4000;2;2000
2015;São Paulo;35001356;003;Realizada;3;2;Casa;6;2;Próprio – já pago;0;0;2;6;9200;3;3066
2015;São Paulo;35001402;004;Realizada;4;3;N/A;0;0;NA;0;0; ; ;4000;4;1000
2015;São Paulo;35001437;010;Realizada;4;4;Casa;7;3;Próprio – já pago;0;0;2;2;8988;4;2247
2015;São Paulo;35001453;019;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;2;1820;2;910
2015;São Paulo;35001577;007;Realizada;1;1;Casa;3;1;Alugado;650;0;4;8;789;1;789
2015;São Paulo;35001585;007;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;2;6900;3;2300
2015;São Paulo;35001607;012;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;2;2;3589;3;1196
2015;São Paulo;35001658;013;Realizada;2;2;Casa;7;1;Próprio – já pago;0;0;2;2;5188;2;2594
2015;São Paulo;35001720;008;Realizada;2;2;Casa;6;1;Cedido de outra forma;0;0;4;8;2788;2;1394
2015;São Paulo;35001860;009;Realizada;2;2;Casa;3;1;Alugado;500;0;2;8;3200;2;1600
2015;São Paulo;35001879;014;Realizada;3;3;Casa;12;3;Próprio – já pago;0;0;2;4;3630;3;1210
2015;São Paulo;35001895;001;Realizada;3;2;Casa;3;1;Alugado;500;0;4;8;900;3;300
2015;São Paulo;35001909;011;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;4;8;1000;1;1000
2015;São Paulo;35001968;021;Realizada;3;3;Casa;4;1;Próprio – já pago;0;0;2;8;1800;3;600
2015;São Paulo;35001976;005;Realizada;4;4;Casa;5;3;Próprio – já pago;0;0;2;2;7600;4;1900
2015;São Paulo;35002085;002;Realizada;5;2;Casa;3;2;Próprio – já pago;0;0;2;2;4500;5;900
2015;São Paulo;35002158;012;Realizada;3;2;Casa;5;2;Cedido de outra forma;0;0;4;2;2600;3;866
2015;São Paulo;35002204;020;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;2;8;1800;3;600
2015;São Paulo;35002492;001;Realizada;5;2;Casa;5;2;Próprio – já pago;0;0;2;2;0;5;0
2015;São Paulo;35002514;013;Realizada;4;3;Apartamento;5;3;Próprio – já pago;0;0;2;2;6000;4;1500
2015;São Paulo;35002565;009;Realizada;3;2;Casa;3;2;Alugado;550;0;2;8;1200;3;400
2015;São Paulo;35002670;009;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;4;8;1000;1;1000
2015;São Paulo;35002727;013;Realizada;3;3;Casa;7;2;Próprio – já pago;0;0;2;2;3726;3;1242
2015;São Paulo;35002948;001;Realizada;4;4;Casa;7;3;Próprio – já pago;0;0;2;6;4100;4;1025
2015;São Paulo;35003057;007;Realizada;3;3;Casa;6;3;Próprio – já pago;0;0;2;6;10000;3;3333
2015;São Paulo;35003081;010;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;4;2;1577;2;788
2015;São Paulo;35003138;013;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;4;2;3788;3;1262
2015;São Paulo;35003146;012;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;2;1300;3;433
2015;São Paulo;35003278;004;Realizada;2;2;Casa;8;1;Próprio – já pago;0;0;2;2;6000;2;3000
2015;São Paulo;35003413;013;Realizada;4;3;Casa;3;1;Próprio – já pago;0;0;4;8;770;4;192
2015;São Paulo;35003472;010;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;4;6;2500;2;1250
2015;São Paulo;35003570;009;Realizada;4;2;Casa;4;1;Cedido de outra forma;0;0;2;2;1500;4;375
2015;São Paulo;35003618;003;Realizada;4;4;Casa;6;2;Alugado;1000;0;2;2;10;4;10
2015;São Paulo;35003715;015;Realizada;2;2;Apartamento;5;1;Próprio – já pago;0;0;2;2;12700;2;6350
2015;São Paulo;35003740;010;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;2;2;3800;3;1266
2015;São Paulo;35003820;013;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;2;2;4000;2;2000
2015;São Paulo;35003855;009;Realizada;3;2;Casa;6;2;Próprio – já pago;0;0;2;2;2700;3;900
2015;São Paulo;35003855;011;Realizada;2;2;Casa;5;2;Alugado;700;0;4;6;3800;2;1900
2015;São Paulo;35003995;002;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;4;4;2620;2;1310
2015;São Paulo;35004126;010;Realizada;1;1;Casa;3;1;Próprio – já pago;0;0;4;2;1200;1;1200
2015;São Paulo;35004428;009;Realizada;5;4;Casa;8;3;Próprio – já pago;0;0;2;2;3800;5;760
2015;São Paulo;35004428;013;Realizada;1;1;Casa;4;1;Alugado;390;0;2;8;1800;1;1800
2015;São Paulo;35004495;009;Realizada;4;3;Casa;6;3;Próprio – já pago;0;0;2;2;8200;4;2050
2015;São Paulo;35004550;003;Realizada;5;4;Casa;6;3;Próprio – já pago;0;0;2;6;3576;5;715
2015;São Paulo;35004568;004;Realizada;4;4;Casa;6;3;Próprio – já pago;0;0;2;2;1300;4;325
2015;São Paulo;35004622;014;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;2;1576;3;525
2015;São Paulo;35004720;006;Realizada;2;2;Casa;4;2;Próprio – ainda pagando;0;900;2;2;3800;2;1900
2015;São Paulo;35004789;002;Realizada;7;6;Casa;5;2;Próprio – já pago;0;0;2;8;3666;7;523
2015;São Paulo;35004797;003;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;2;2;1600;1;1600
2015;São Paulo;35004819;010;Realizada;4;3;Casa;5;2;Próprio – ainda pagando;0;300;4;2;1300;4;325
2015;São Paulo;35005092;010;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;2;2;900;3;300
2015;São Paulo;35005122;005;Realizada;3;3;Apartamento;10;2;Próprio – já pago;0;0;2;2;10500;3;3500
2015;São Paulo;35005149;010;Realizada;6;6;Casa;5;2;Cedido de outra forma;0;0;2;4;4466;6;744
2015;São Paulo;35005181;006;Realizada;2;1;N/A;0;0;NA;0;0; ; ;1500;2;750
2015;São Paulo;35005270;009;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;4;8;1188;1;1188
2015;São Paulo;35005343;033;Realizada;1;1;Apartamento;5;1;Próprio – ainda pagando;0;370;2;2;4000;1;4000
2015;São Paulo;35005459;017;Realizada;1;1;Casa;4;1;Cedido por empregador;0;0;4;2;1576;1;1576
2015;São Paulo;35005475;009;Realizada;4;3;Casa;5;3;Cedido de outra forma;0;0;2;2;1300;4;325
2015;São Paulo;35005610;012;Realizada;1;1;Casa;10;1;Próprio – já pago;0;0;4;8;8800;1;8800
2015;São Paulo;35005653;012;Realizada;3;3;Casa;6;2;Próprio – ainda pagando;0;170;2;2;2000;3;666
2015;São Paulo;35005718;003;Realizada;4;4;Casa;8;3;Próprio – já pago;0;0;2;2;4500;4;1125
2015;São Paulo;35005777;014;Realizada;4;3;Cômodo;1;1;Alugado;400;0;4;8;1300;4;325
2015;São Paulo;35005890;035;Realizada;6;5;Apartamento;10;3;Próprio – ainda pagando;0;1800;2;2;8400;6;1400
2015;São Paulo;35005998;013;Realizada;2;1;Casa;3;1;Alugado;300;0;2;8;900;2;450
2015;São Paulo;35006030;001;Realizada;2;2;Casa;7;2;Próprio – já pago;0;0;2;2;6000;2;3000
2015;São Paulo;35006072;010;Realizada;4;4;Casa;5;2;Próprio – já pago;0;0;4;2;7500;4;1875
2015;São Paulo;35006226;012;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;1300;1;1300
2015;São Paulo;35006234;014;Realizada;1;1;Casa;5;1;Alugado;600;0;4;4;1500;1;1500
2015;São Paulo;35006285;017;Realizada;2;1;Casa;5;1;Próprio – ainda pagando;0;400;2;4;2350;2;1175
2015;São Paulo;35006439;003;Realizada;4;3;Casa;7;3;Próprio – já pago;0;0;2;2;3500;4;875
